timestamp,val
1575790611710,0.280747
1575790611829,0.280747
1575790611927,0.280747
1575790612045,0.280747
1575790612153,0.280748
1575790612271,0.280749
1575790612369,0.28075
1575790612488,0.280752
1575790612586,0.280754
1575790612705,0.280756
1575790612813,0.280759
1575790612932,0.280762
1575790613030,0.280764
1575790613148,0.280768
1575790613246,0.280771
1575790613364,0.280775
1575790613473,0.280778
1575790613571,0.280781
1575790613689,0.280785
1575790613788,0.280789
1575790613886,0.280792
1575790614004,0.280796
1575790614113,0.280799
1575790614231,0.280803
1575790614329,0.280806
1575790614447,0.28081
1575790614545,0.280812
1575790614673,0.280816
1575790614771,0.280819
1575790614890,0.280822
1575790614988,0.280825
1575790615106,0.280828
1575790615214,0.28083
1575790615332,0.280833
1575790615430,0.280835
1575790615548,0.280838
1575790615646,0.280839
1575790615764,0.280842
1575790615872,0.280844
1575790615991,0.280846
1575790616089,0.280847
1575790616187,0.280849
1575790616305,0.280851
1575790616414,0.280852
1575790616532,0.280853
1575790616630,0.280855
1575790616748,0.280856
1575790616846,0.280857
1575790616964,0.280858
1575790617073,0.280859
1575790617191,0.28086
1575790617289,0.28086
1575790617407,0.280861
1575790617505,0.280861
1575790617633,0.280862
1575790617731,0.280862
1575790617844,0.280863
1575790617952,0.280863
1575790618070,0.280863
1575790618169,0.280863
1575790618287,0.280863
1575790618385,0.280863
1575790618513,0.280863
1575790618611,0.280863
1575790618730,0.280863
1575790618828,0.280863
1575790618946,0.280862
1575790619054,0.280862
1575790619172,0.280861
1575790619271,0.280861
1575790619389,0.280861
1575790619487,0.28086
1575790619605,0.28086
1575790619713,0.280859
1575790619832,0.280859
1575790619930,0.280858
1575790620048,0.280857
1575790620146,0.280857
1575790620264,0.280856
1575790620373,0.280855
1575790620491,0.280854
1575790620589,0.280854
1575790620707,0.280853
1575790620805,0.280852
1575790620933,0.280851
1575790621031,0.28085
1575790621149,0.280849
1575790621248,0.280849
1575790621366,0.280847
1575790621475,0.280847
1575790621593,0.280845
1575790621691,0.280845
1575790621809,0.280844
1575790621907,0.280843
1575790622026,0.280842
1575790622134,0.280841
1575790622252,0.28084
1575790622350,0.280839
1575790622468,0.280837
1575790622567,0.280836
1575790622685,0.280836
1575790622793,0.280835
1575790622911,0.280834
1575790623009,0.280832
1575790623127,0.280832
1575790623225,0.28083
1575790623353,0.280829
1575790623452,0.280828
1575790623570,0.280827
1575790623669,0.280826
1575790623787,0.280825
1575790623885,0.280824
1575790624013,0.280823
1575790624111,0.280822
1575790624230,0.280821
1575790624328,0.28082
1575790624446,0.280819
1575790624545,0.280818
1575790624673,0.280817
1575790624772,0.280816
1575790624890,0.280814
1575790624988,0.280814
1575790625106,0.280813
1575790625214,0.280812
1575790625332,0.280811
1575790625430,0.28081
1575790625549,0.280809
1575790625648,0.280808
1575790625766,0.280807
1575790625875,0.280806
1575790625993,0.280804
1575790626091,0.280804
1575790626210,0.280803
1575790626308,0.280802
1575790626426,0.280801
1575790626534,0.2808
1575790626652,0.280799
1575790626750,0.280798
1575790626868,0.280797
1575790626967,0.280796
1575790627085,0.280795
1575790627193,0.280794
1575790627311,0.280793
1575790627409,0.280792
1575790627527,0.280792
1575790627626,0.280791
1575790627744,0.28079
1575790627852,0.280789
1575790627970,0.280788
1575790628069,0.280788
1575790628187,0.280787
1575790628285,0.280786
1575790628413,0.280785
1575790628511,0.280784
1575790628629,0.280783
1575790628727,0.280783
1575790628845,0.280782
1575790628953,0.280781
1575790629071,0.28078
1575790629170,0.280779
1575790629288,0.280779
1575790629386,0.280778
1575790629504,0.280777
1575790629612,0.280777
1575790629730,0.280776
1575790629828,0.280775
1575790629947,0.280774
1575790630045,0.280774
1575790630173,0.280773
1575790630272,0.280772
1575790630391,0.280772
1575790630489,0.280771
1575790630607,0.28077
1575790630705,0.28077
1575790630833,0.280769
1575790630931,0.280769
1575790631049,0.280768
1575790631147,0.280767
1575790631265,0.280767
1575790631374,0.280766
1575790631492,0.280765
1575790631590,0.280765
1575790631708,0.280764
1575790631807,0.280764
1575790631925,0.280763
1575790632033,0.280763
1575790632151,0.280762
1575790632249,0.280761
1575790632367,0.280761
1575790632486,0.28076
1575790632595,0.28076
1575790632713,0.280759
1575790632811,0.280759
1575790632930,0.280759
1575790633028,0.280758
1575790633146,0.280758
1575790633254,0.280757
1575790633366,0.280757
1575790633474,0.280756
1575790633593,0.280756
1575790633691,0.280755
1575790633810,0.280755
1575790633908,0.280755
1575790634026,0.280754
1575790634134,0.280754
1575790634252,0.280753
1575790634350,0.280753
1575790634468,0.280752
1575790634566,0.280752
1575790634685,0.280752
1575790634793,0.280751
1575790634912,0.280751
1575790635010,0.280751
1575790635128,0.28075
1575790635226,0.28075
1575790635344,0.28075
1575790635452,0.280749
1575790635570,0.280749
1575790635668,0.280748
1575790635787,0.280748
1575790635885,0.280748
1575790636013,0.280748
1575790636111,0.280747
1575790636229,0.280747
1575790636328,0.280747
1575790636446,0.280746
1575790636554,0.280747
1575790636673,0.280746
1575790636771,0.280746
1575790636891,0.280746
1575790636989,0.280745
1575790637107,0.280745
1575790637205,0.280745
1575790637333,0.280744
1575790637431,0.280744
1575790637549,0.280744
1575790637647,0.280744
1575790637765,0.280744
1575790637873,0.280743
1575790637992,0.280743
1575790638090,0.280743
1575790638188,0.280743
1575790638307,0.280743
1575790638405,0.280742
1575790638533,0.280742
1575790638631,0.280742
1575790638749,0.280742
1575790638847,0.280742
1575790638965,0.280742
1575790639074,0.280741
1575790639192,0.280741
1575790639290,0.280741
1575790639408,0.280741
1575790639506,0.280741
1575790639624,0.280741
1575790639732,0.28074
1575790639850,0.28074
1575790639948,0.28074
1575790640066,0.28074
1575790640175,0.28074
1575790640293,0.28074
1575790640392,0.28074
1575790640510,0.28074
1575790640608,0.280739
1575790640726,0.280739
1575790640834,0.280739
1575790640952,0.280739
1575790641051,0.280739
1575790641170,0.280739
1575790641269,0.280739
1575790641387,0.280739
1575790641485,0.280738
